departing_port,arriving_port,airline,month,year_month,year,sectors_scheduled,sectors_flown,arrivals_on_time,arrivals_delayed,cancellations,cancellations_pct,delay_rate,is_high_delay
Sydney,Melbourne,QantasLink,2017-09-01,2017-09,2017,4.0,3.0,3.0,0.0,1.0,25.0,0.0,0
Melbourne,Sydney,Tigerair Australia,2017-09-01,2017-09,2017,251.0,240.0,139.0,101.0,11.0,4.382470119521913,0.42083333333333334,1
Sydney,Melbourne,Tigerair Australia,2017-09-01,2017-09,2017,250.0,240.0,116.0,124.0,10.0,4.0,0.5166666666666667,1
Melbourne,Sydney,Virgin Australia,2017-09-01,2017-09,2017,746.0,680.0,554.0,126.0,66.0,8.847184986595174,0.18529411764705883,0
Sydney,Melbourne,Virgin Australia,2017-09-01,2017-09,2017,745.0,679.0,455.0,224.0,66.0,8.859060402684564,0.32989690721649484,1
Melbourne,Sydney,Jetstar,2017-10-01,2017-10,2017,342.0,337.0,231.0,106.0,5.0,1.461988304093567,0.314540059347181,1
Sydney,Melbourne,Jetstar,2017-10-01,2017-10,2017,342.0,340.0,239.0,101.0,2.0,0.5847953216374269,0.29705882352941176,1
Melbourne,Sydney,Qantas,2017-10-01,2017-10,2017,1076.0,1014.0,823.0,191.0,62.0,5.762081784386617,0.1883629191321499,0
Sydney,Melbourne,Qantas,2017-10-01,2017-10,2017,1084.0,1025.0,815.0,210.0,59.0,5.442804428044281,0.2048780487804878,0
Melbourne,Sydney,QantasLink,2017-10-01,2017-10,2017,5.0,4.0,3.0,1.0,1.0,20.0,0.25,0
Sydney,Melbourne,QantasLink,2017-10-01,2017-10,2017,5.0,4.0,4.0,0.0,1.0,20.0,0.0,0
Melbourne,Sydney,Tigerair Australia,2017-10-01,2017-10,2017,258.0,249.0,134.0,115.0,9.0,3.488372093023256,0.46184738955823296,1
Sydney,Melbourne,Tigerair Australia,2017-10-01,2017-10,2017,258.0,249.0,135.0,114.0,9.0,3.488372093023256,0.4578313253012048,1
Melbourne,Sydney,Virgin Australia,2017-10-01,2017-10,2017,764.0,733.0,591.0,142.0,31.0,4.057591623036649,0.1937244201909959,0
Sydney,Melbourne,Virgin Australia,2017-10-01,2017-10,2017,759.0,724.0,579.0,145.0,35.0,4.61133069828722,0.20027624309392264,0
Melbourne,Sydney,Jetstar,2017-11-01,2017-11,2017,389.0,380.0,238.0,142.0,9.0,2.313624678663239,0.3736842105263158,1
Sydney,Melbourne,Jetstar,2017-11-01,2017-11,2017,390.0,381.0,259.0,122.0,9.0,2.307692307692308,0.32020997375328086,1
Melbourne,Sydney,Qantas,2017-11-01,2017-11,2017,1033.0,1008.0,724.0,284.0,25.0,2.420135527589545,0.28174603174603174,1
Sydney,Melbourne,Qantas,2017-11-01,2017-11,2017,1042.0,1011.0,763.0,248.0,31.0,2.9750479846449136,0.24530168150346193,0
Melbourne,Sydney,QantasLink,2017-11-01,2017-11,2017,8.0,7.0,7.0,0.0,1.0,12.5,0.0,0
Sydney,Melbourne,QantasLink,2017-11-01,2017-11,2017,8.0,8.0,7.0,1.0,0.0,0.0,0.125,0
Melbourne,Sydney,Tigerair Australia,2017-11-01,2017-11,2017,243.0,240.0,143.0,97.0,3.0,1.2345679012345678,0.4041666666666667,1
Sydney,Melbourne,Tigerair Australia,2017-11-01,2017-11,2017,245.0,241.0,147.0,94.0,4.0,1.6326530612244898,0.3900414937759336,1
Melbourne,Sydney,Virgin Australia,2017-11-01,2017-11,2017,768.0,742.0,608.0,134.0,26.0,3.3854166666666665,0.18059299191374664,0
Sydney,Melbourne,Virgin Australia,2017-11-01,2017-11,2017,741.0,716.0,588.0,128.0,25.0,3.3738191632928474,0.1787709497206704,0
Melbourne,Sydney,Jetstar,2017-12-01,2017-12,2017,412.0,403.0,276.0,127.0,9.0,2.1844660194174756,0.315136476426799,1
Sydney,Melbourne,Jetstar,2017-12-01,2017-12,2017,414.0,406.0,293.0,113.0,8.0,1.932367149758454,0.27832512315270935,1
Melbourne,Sydney,Qantas,2017-12-01,2017-12,2017,863.0,838.0,581.0,257.0,25.0,2.8968713789107765,0.30668257756563244,1
Sydney,Melbourne,Qantas,2017-12-01,2017-12,2017,873.0,847.0,586.0,261.0,26.0,2.978235967926689,0.30814639905548996,1
Melbourne,Sydney,QantasLink,2017-12-01,2017-12,2017,4.0,4.0,3.0,1.0,0.0,0.0,0.25,0
Sydney,Melbourne,QantasLink,2017-12-01,2017-12,2017,4.0,4.0,4.0,0.0,0.0,0.0,0.0,0
Melbourne,Sydney,Tigerair Australia,2017-12-01,2017-12,2017,255.0,250.0,154.0,96.0,5.0,1.9607843137254901,0.384,1
Sydney,Melbourne,Tigerair Australia,2017-12-01,2017-12,2017,254.0,249.0,138.0,111.0,5.0,1.968503937007874,0.4457831325301205,1
Melbourne,Sydney,Virgin Australia,2017-12-01,2017-12,2017,707.0,680.0,547.0,133.0,27.0,3.818953323903819,0.19558823529411765,0
Sydney,Melbourne,Virgin Australia,2017-12-01,2017-12,2017,694.0,673.0,539.0,134.0,21.0,3.025936599423631,0.19910846953937592,0
Melbourne,Sydney,Jetstar,2016-01-01,2016-01,2016,399.0,363.0,230.0,133.0,36.0,9.022556390977442,0.36639118457300274,1
Sydney,Melbourne,Jetstar,2016-01-01,2016-01,2016,396.0,364.0,243.0,121.0,32.0,8.080808080808081,0.3324175824175824,1
Melbourne,Sydney,Qantas,2016-01-01,2016-01,2016,857.0,833.0,684.0,149.0,24.0,2.8004667444574096,0.1788715486194478,0
Sydney,Melbourne,Qantas,2016-01-01,2016-01,2016,856.0,834.0,695.0,139.0,22.0,2.570093457943925,0.16666666666666666,0
Melbourne,Sydney,Tigerair Australia,2016-01-01,2016-01,2016,250.0,248.0,189.0,59.0,2.0,0.8,0.23790322580645162,0
Sydney,Melbourne,Tigerair Australia,2016-01-01,2016-01,2016,250.0,248.0,186.0,62.0,2.0,0.8,0.25,0
Melbourne,Sydney,Virgin Australia,2016-01-01,2016-01,2016,677.0,664.0,572.0,92.0,13.0,1.9202363367799113,0.13855421686746988,0
Sydney,Melbourne,Virgin Australia,2016-01-01,2016-01,2016,672.0,659.0,572.0,87.0,13.0,1.9345238095238095,0.13201820940819423,0
Melbourne,Sydney,Jetstar,2016-02-01,2016-02,2016,348.0,344.0,280.0,64.0,4.0,1.1494252873563218,0.18604651162790697,0
Sydney,Melbourne,Jetstar,2016-02-01,2016-02,2016,348.0,344.0,281.0,63.0,4.0,1.1494252873563218,0.18313953488372092,0
Melbourne,Sydney,Qantas,2016-02-01,2016-02,2016,941.0,926.0,836.0,90.0,15.0,1.5940488841657812,0.09719222462203024,0
Sydney,Melbourne,Qantas,2016-02-01,2016-02,2016,941.0,923.0,824.0,99.0,18.0,1.9128586609989375,0.10725893824485373,0
Melbourne,Sydney,Tigerair Australia,2016-02-01,2016-02,2016,224.0,221.0,196.0,25.0,3.0,1.3392857142857142,0.11312217194570136,0
Sydney,Melbourne,Tigerair Australia,2016-02-01,2016-02,2016,224.0,221.0,190.0,31.0,3.0,1.3392857142857142,0.14027149321266968,0
Melbourne,Sydney,Virgin Australia,2016-02-01,2016-02,2016,758.0,745.0,705.0,40.0,13.0,1.7150395778364116,0.053691275167785234,0
Sydney,Melbourne,Virgin Australia,2016-02-01,2016-02,2016,751.0,737.0,676.0,61.0,14.0,1.8641810918774968,0.08276797829036635,0
Melbourne,Sydney,Jetstar,2016-03-01,2016-03,2016,378.0,377.0,264.0,113.0,1.0,0.26455026455026454,0.29973474801061006,1
Sydney,Melbourne,Jetstar,2016-03-01,2016-03,2016,378.0,375.0,262.0,113.0,3.0,0.7936507936507936,0.30133333333333334,1
Melbourne,Sydney,Qantas,2016-03-01,2016-03,2016,984.0,955.0,778.0,177.0,29.0,2.9471544715447155,0.18534031413612564,0
Sydney,Melbourne,Qantas,2016-03-01,2016-03,2016,986.0,954.0,764.0,190.0,32.0,3.2454361054766734,0.19916142557651992,0
Melbourne,Sydney,Tigerair Australia,2016-03-01,2016-03,2016,244.0,242.0,168.0,74.0,2.0,0.819672131147541,0.30578512396694213,1
Sydney,Melbourne,Tigerair Australia,2016-03-01,2016-03,2016,244.0,242.0,167.0,75.0,2.0,0.819672131147541,0.30991735537190085,1
Melbourne,Sydney,Virgin Australia,2016-03-01,2016-03,2016,804.0,769.0,663.0,106.0,35.0,4.353233830845771,0.1378413524057217,0
Sydney,Melbourne,Virgin Australia,2016-03-01,2016-03,2016,796.0,762.0,621.0,141.0,34.0,4.271356783919598,0.18503937007874016,0
Melbourne,Sydney,Jetstar,2016-04-01,2016-04,2016,338.0,330.0,259.0,71.0,8.0,2.366863905325444,0.21515151515151515,0
Sydney,Melbourne,Jetstar,2016-04-01,2016-04,2016,339.0,332.0,259.0,73.0,7.0,2.0648967551622417,0.21987951807228914,0
Melbourne,Sydney,Qantas,2016-04-01,2016-04,2016,945.0,914.0,802.0,112.0,31.0,3.28042328042328,0.12253829321663019,0
Sydney,Melbourne,Qantas,2016-04-01,2016-04,2016,944.0,916.0,775.0,141.0,28.0,2.9661016949152543,0.1539301310043668,0
Melbourne,Sydney,Tigerair Australia,2016-04-01,2016-04,2016,232.0,232.0,199.0,33.0,0.0,0.0,0.14224137931034483,0
Sydney,Melbourne,Tigerair Australia,2016-04-01,2016-04,2016,232.0,232.0,202.0,30.0,0.0,0.0,0.12931034482758622,0
Melbourne,Sydney,Virgin Australia,2016-04-01,2016-04,2016,764.0,750.0,681.0,69.0,14.0,1.832460732984293,0.092,0
Sydney,Melbourne,Virgin Australia,2016-04-01,2016-04,2016,766.0,751.0,654.0,97.0,15.0,1.95822454308094,0.12916111850865514,0
Melbourne,Sydney,Jetstar,2016-05-01,2016-05,2016,331.0,325.0,264.0,61.0,6.0,1.812688821752266,0.18769230769230769,0
Sydney,Melbourne,Jetstar,2016-05-01,2016-05,2016,332.0,326.0,249.0,77.0,6.0,1.8072289156626504,0.2361963190184049,0
Melbourne,Sydney,Qantas,2016-05-01,2016-05,2016,967.0,937.0,841.0,96.0,30.0,3.1023784901758016,0.10245464247598719,0
Sydney,Melbourne,Qantas,2016-05-01,2016-05,2016,966.0,935.0,769.0,166.0,31.0,3.2091097308488616,0.17754010695187167,0
Melbourne,Sydney,Tigerair Australia,2016-05-01,2016-05,2016,233.0,231.0,198.0,33.0,2.0,0.8583690987124464,0.14285714285714285,0
Sydney,Melbourne,Tigerair Australia,2016-05-01,2016-05,2016,233.0,231.0,187.0,44.0,2.0,0.8583690987124464,0.19047619047619047,0
Melbourne,Sydney,Virgin Australia,2016-05-01,2016-05,2016,795.0,763.0,692.0,71.0,32.0,4.0251572327044025,0.09305373525557012,0
Sydney,Melbourne,Virgin Australia,2016-05-01,2016-05,2016,794.0,763.0,645.0,118.0,31.0,3.9042821158690177,0.15465268676277852,0
Melbourne,Sydney,Jetstar,2016-06-01,2016-06,2016,338.0,324.0,219.0,105.0,14.0,4.142011834319527,0.32407407407407407,1
Sydney,Melbourne,Jetstar,2016-06-01,2016-06,2016,338.0,321.0,211.0,110.0,17.0,5.029585798816568,0.3426791277258567,1
Melbourne,Sydney,Qantas,2016-06-01,2016-06,2016,913.0,862.0,702.0,160.0,51.0,5.585980284775466,0.18561484918793503,0
Sydney,Melbourne,Qantas,2016-06-01,2016-06,2016,914.0,862.0,678.0,184.0,52.0,5.689277899343545,0.21345707656612528,0
Melbourne,Sydney,Tigerair Australia,2016-06-01,2016-06,2016,228.0,220.0,162.0,58.0,8.0,3.508771929824561,0.2636363636363636,1
Sydney,Melbourne,Tigerair Australia,2016-06-01,2016-06,2016,229.0,221.0,164.0,57.0,8.0,3.4934497816593884,0.2579185520361991,1
Melbourne,Sydney,Virgin Australia,2016-06-01,2016-06,2016,763.0,717.0,603.0,114.0,46.0,6.028833551769332,0.1589958158995816,0
Sydney,Melbourne,Virgin Australia,2016-06-01,2016-06,2016,762.0,717.0,592.0,125.0,45.0,5.905511811023622,0.17433751743375175,0
Melbourne,Sydney,Jetstar,2016-07-01,2016-07,2016,380.0,361.0,232.0,129.0,19.0,5.0,0.3573407202216066,1
Sydney,Melbourne,Jetstar,2016-07-01,2016-07,2016,379.0,360.0,199.0,161.0,19.0,5.013192612137203,0.44722222222222224,1
Melbourne,Sydney,Qantas,2016-07-01,2016-07,2016,997.0,926.0,731.0,195.0,71.0,7.12136409227683,0.21058315334773217,0
Sydney,Melbourne,Qantas,2016-07-01,2016-07,2016,996.0,930.0,618.0,312.0,66.0,6.626506024096386,0.33548387096774196,1
Melbourne,Sydney,Tigerair Australia,2016-07-01,2016-07,2016,243.0,240.0,183.0,57.0,3.0,1.2345679012345678,0.2375,0
Sydney,Melbourne,Tigerair Australia,2016-07-01,2016-07,2016,243.0,240.0,160.0,80.0,3.0,1.2345679012345678,0.3333333333333333,1
Melbourne,Sydney,Virgin Australia,2016-07-01,2016-07,2016,824.0,766.0,617.0,149.0,58.0,7.038834951456311,0.19451697127937337,0
Sydney,Melbourne,Virgin Australia,2016-07-01,2016-07,2016,821.0,764.0,513.0,251.0,57.0,6.942752740560293,0.3285340314136126,1
Melbourne,Sydney,Jetstar,2016-08-01,2016-08,2016,351.0,331.0,264.0,67.0,20.0,5.698005698005698,0.20241691842900303,0
Sydney,Melbourne,Jetstar,2016-08-01,2016-08,2016,351.0,331.0,263.0,68.0,20.0,5.698005698005698,0.2054380664652568,0
Melbourne,Sydney,Qantas,2016-08-01,2016-08,2016,1030.0,992.0,870.0,122.0,38.0,3.6893203883495143,0.12298387096774194,0
Sydney,Melbourne,Qantas,2016-08-01,2016-08,2016,1030.0,988.0,856.0,132.0,42.0,4.077669902912621,0.13360323886639677,0
Melbourne,Sydney,Tigerair Australia,2016-08-01,2016-08,2016,246.0,246.0,200.0,46.0,0.0,0.0,0.18699186991869918,0
Sydney,Melbourne,Tigerair Australia,2016-08-01,2016-08,2016,247.0,247.0,202.0,45.0,0.0,0.0,0.18218623481781376,0
Melbourne,Sydney,Virgin Australia,2016-08-01,2016-08,2016,831.0,782.0,708.0,74.0,49.0,5.896510228640193,0.09462915601023018,0
Sydney,Melbourne,Virgin Australia,2016-08-01,2016-08,2016,831.0,784.0,691.0,93.0,47.0,5.6558363417569195,0.11862244897959184,0
Melbourne,Sydney,Jetstar,2016-09-01,2016-09,2016,349.0,333.0,237.0,96.0,16.0,4.584527220630372,0.2882882882882883,1
Sydney,Melbourne,Jetstar,2016-09-01,2016-09,2016,350.0,336.0,238.0,98.0,14.0,4.0,0.2916666666666667,1
Melbourne,Sydney,Qantas,2016-09-01,2016-09,2016,1018.0,961.0,806.0,155.0,57.0,5.599214145383105,0.16129032258064516,0
Sydney,Melbourne,Qantas,2016-09-01,2016-09,2016,1021.0,969.0,766.0,203.0,52.0,5.093046033300686,0.20949432404540763,0
Melbourne,Sydney,Tigerair Australia,2016-09-01,2016-09,2016,232.0,229.0,177.0,52.0,3.0,1.293103448275862,0.22707423580786026,0
Sydney,Melbourne,Tigerair Australia,2016-09-01,2016-09,2016,231.0,229.0,179.0,50.0,2.0,0.8658008658008658,0.2183406113537118,0
Melbourne,Sydney,Virgin Australia,2016-09-01,2016-09,2016,819.0,769.0,679.0,90.0,50.0,6.105006105006105,0.11703511053315994,0
Sydney,Melbourne,Virgin Australia,2016-09-01,2016-09,2016,821.0,769.0,616.0,153.0,52.0,6.333739342265529,0.19895968790637192,0
Melbourne,Sydney,Jetstar,2016-10-01,2016-10,2016,356.0,336.0,224.0,112.0,20.0,5.617977528089887,0.3333333333333333,1
Sydney,Melbourne,Jetstar,2016-10-01,2016-10,2016,355.0,335.0,211.0,124.0,20.0,5.633802816901409,0.3701492537313433,1
Melbourne,Sydney,Qantas,2016-10-01,2016-10,2016,1027.0,977.0,756.0,221.0,50.0,4.868549172346641,0.2262026612077789,0
Sydney,Melbourne,Qantas,2016-10-01,2016-10,2016,1025.0,976.0,702.0,274.0,49.0,4.780487804878049,0.2807377049180328,1
Melbourne,Sydney,Tigerair Australia,2016-10-01,2016-10,2016,246.0,241.0,176.0,65.0,5.0,2.0325203252032518,0.2697095435684647,1
Sydney,Melbourne,Tigerair Australia,2016-10-01,2016-10,2016,245.0,240.0,166.0,74.0,5.0,2.0408163265306123,0.30833333333333335,1
Melbourne,Sydney,Virgin Australia,2016-10-01,2016-10,2016,802.0,764.0,654.0,110.0,38.0,4.738154613466334,0.14397905759162305,0
Sydney,Melbourne,Virgin Australia,2016-10-01,2016-10,2016,801.0,765.0,570.0,195.0,36.0,4.49438202247191,0.2549019607843137,1
Melbourne,Sydney,Jetstar,2016-11-01,2016-11,2016,376.0,356.0,188.0,168.0,20.0,5.319148936170213,0.47191011235955055,1
Sydney,Melbourne,Jetstar,2016-11-01,2016-11,2016,377.0,358.0,194.0,164.0,19.0,5.039787798408488,0.4581005586592179,1
Melbourne,Sydney,Qantas,2016-11-01,2016-11,2016,1000.0,963.0,715.0,248.0,37.0,3.6999999999999997,0.25752855659397716,1
Sydney,Melbourne,Qantas,2016-11-01,2016-11,2016,1004.0,965.0,652.0,313.0,39.0,3.8844621513944224,0.3243523316062176,1
Melbourne,Sydney,Tigerair Australia,2016-11-01,2016-11,2016,237.0,229.0,147.0,82.0,8.0,3.375527426160337,0.35807860262008734,1
Sydney,Melbourne,Tigerair Australia,2016-11-01,2016-11,2016,236.0,230.0,132.0,98.0,6.0,2.5423728813559325,0.4260869565217391,1
Melbourne,Sydney,Virgin Australia,2016-11-01,2016-11,2016,794.0,749.0,603.0,146.0,45.0,5.6675062972292185,0.19492656875834447,0
Sydney,Melbourne,Virgin Australia,2016-11-01,2016-11,2016,780.0,734.0,526.0,208.0,46.0,5.897435897435897,0.28337874659400547,1
Melbourne,Sydney,Jetstar,2016-12-01,2016-12,2016,401.0,381.0,220.0,161.0,20.0,4.987531172069826,0.4225721784776903,1
Sydney,Melbourne,Jetstar,2016-12-01,2016-12,2016,397.0,375.0,211.0,164.0,22.0,5.541561712846348,0.43733333333333335,1
Melbourne,Sydney,Qantas,2016-12-01,2016-12,2016,896.0,860.0,702.0,158.0,36.0,4.017857142857143,0.18372093023255814,0
Sydney,Melbourne,Qantas,2016-12-01,2016-12,2016,899.0,862.0,645.0,217.0,37.0,4.115684093437152,0.2517401392111369,1
Melbourne,Sydney,Tigerair Australia,2016-12-01,2016-12,2016,214.0,206.0,123.0,83.0,8.0,3.7383177570093453,0.4029126213592233,1
Sydney,Melbourne,Tigerair Australia,2016-12-01,2016-12,2016,214.0,203.0,121.0,82.0,11.0,5.14018691588785,0.4039408866995074,1
Melbourne,Sydney,Virgin Australia,2016-12-01,2016-12,2016,733.0,687.0,561.0,126.0,46.0,6.2755798090040935,0.18340611353711792,0
Sydney,Melbourne,Virgin Australia,2016-12-01,2016-12,2016,726.0,679.0,511.0,168.0,47.0,6.473829201101928,0.24742268041237114,0
Melbourne,Sydney,Jetstar,2015-01-01,2015-01,2015,370.0,356.0,265.0,91.0,14.0,3.783783783783784,0.2556179775280899,1
Sydney,Melbourne,Jetstar,2015-01-01,2015-01,2015,370.0,355.0,280.0,75.0,15.0,4.054054054054054,0.2112676056338028,0
Melbourne,Sydney,Qantas,2015-01-01,2015-01,2015,883.0,860.0,740.0,120.0,23.0,2.6047565118912797,0.13953488372093023,0
Sydney,Melbourne,Qantas,2015-01-01,2015-01,2015,884.0,864.0,772.0,92.0,20.0,2.262443438914027,0.10648148148148148,0
Melbourne,Sydney,Tigerair Australia,2015-01-01,2015-01,2015,244.0,237.0,187.0,50.0,7.0,2.8688524590163933,0.2109704641350211,0
Sydney,Melbourne,Tigerair Australia,2015-01-01,2015-01,2015,244.0,239.0,198.0,41.0,5.0,2.0491803278688523,0.17154811715481172,0
Melbourne,Sydney,Virgin Australia,2015-01-01,2015-01,2015,674.0,657.0,615.0,42.0,17.0,2.522255192878338,0.0639269406392694,0
Sydney,Melbourne,Virgin Australia,2015-01-01,2015-01,2015,671.0,657.0,614.0,43.0,14.0,2.086438152011923,0.0654490106544901,0
Melbourne,Sydney,Jetstar,2015-02-01,2015-02,2015,308.0,300.0,234.0,66.0,8.0,2.5974025974025974,0.22,0
Sydney,Melbourne,Jetstar,2015-02-01,2015-02,2015,308.0,301.0,248.0,53.0,7.0,2.272727272727273,0.1760797342192691,0
Melbourne,Sydney,Qantas,2015-02-01,2015-02,2015,969.0,947.0,785.0,162.0,22.0,2.2703818369453046,0.17106652587117213,0
Sydney,Melbourne,Qantas,2015-02-01,2015-02,2015,969.0,947.0,831.0,116.0,22.0,2.2703818369453046,0.12249208025343189,0
Melbourne,Sydney,Tigerair Australia,2015-02-01,2015-02,2015,188.0,188.0,137.0,51.0,0.0,0.0,0.2712765957446808,1
Sydney,Melbourne,Tigerair Australia,2015-02-01,2015-02,2015,188.0,188.0,149.0,39.0,0.0,0.0,0.2074468085106383,0
Melbourne,Sydney,Virgin Australia,2015-02-01,2015-02,2015,728.0,715.0,619.0,96.0,13.0,1.7857142857142856,0.13426573426573427,0
Sydney,Melbourne,Virgin Australia,2015-02-01,2015-02,2015,722.0,711.0,635.0,76.0,11.0,1.5235457063711912,0.10689170182841069,0
Melbourne,Sydney,Jetstar,2015-03-01,2015-03,2015,346.0,341.0,266.0,75.0,5.0,1.4450867052023122,0.21994134897360704,0
Sydney,Melbourne,Jetstar,2015-03-01,2015-03,2015,346.0,340.0,284.0,56.0,6.0,1.7341040462427744,0.16470588235294117,0
Melbourne,Sydney,Qantas,2015-03-01,2015-03,2015,1072.0,1053.0,871.0,182.0,19.0,1.7723880597014925,0.1728395061728395,0
Sydney,Melbourne,Qantas,2015-03-01,2015-03,2015,1070.0,1051.0,918.0,133.0,19.0,1.7757009345794394,0.12654614652711704,0
Melbourne,Sydney,Tigerair Australia,2015-03-01,2015-03,2015,224.0,223.0,171.0,52.0,1.0,0.4464285714285714,0.23318385650224216,0
Sydney,Melbourne,Tigerair Australia,2015-03-01,2015-03,2015,224.0,223.0,179.0,44.0,1.0,0.4464285714285714,0.19730941704035873,0
Melbourne,Sydney,Virgin Australia,2015-03-01,2015-03,2015,816.0,800.0,707.0,93.0,16.0,1.9607843137254901,0.11625,0
Sydney,Melbourne,Virgin Australia,2015-03-01,2015-03,2015,812.0,795.0,702.0,93.0,17.0,2.0935960591133003,0.1169811320754717,0
Melbourne,Sydney,Jetstar,2015-04-01,2015-04,2015,348.0,329.0,211.0,118.0,19.0,5.459770114942529,0.3586626139817629,1
Sydney,Melbourne,Jetstar,2015-04-01,2015-04,2015,348.0,330.0,237.0,93.0,18.0,5.172413793103448,0.2818181818181818,1
Melbourne,Sydney,Qantas,2015-04-01,2015-04,2015,970.0,921.0,699.0,222.0,49.0,5.051546391752577,0.24104234527687296,0
Sydney,Melbourne,Qantas,2015-04-01,2015-04,2015,970.0,922.0,777.0,145.0,48.0,4.948453608247423,0.15726681127982647,0
Melbourne,Sydney,Tigerair Australia,2015-04-01,2015-04,2015,244.0,242.0,172.0,70.0,2.0,0.819672131147541,0.2892561983471074,1
Sydney,Melbourne,Tigerair Australia,2015-04-01,2015-04,2015,244.0,242.0,182.0,60.0,2.0,0.819672131147541,0.24793388429752067,0
Melbourne,Sydney,Virgin Australia,2015-04-01,2015-04,2015,786.0,742.0,593.0,149.0,44.0,5.597964376590331,0.20080862533692723,0
Sydney,Melbourne,Virgin Australia,2015-04-01,2015-04,2015,785.0,741.0,610.0,131.0,44.0,5.605095541401274,0.1767881241565452,0
Melbourne,Sydney,Jetstar,2015-05-01,2015-05,2015,341.0,325.0,274.0,51.0,16.0,4.69208211143695,0.15692307692307692,0
Sydney,Melbourne,Jetstar,2015-05-01,2015-05,2015,341.0,325.0,272.0,53.0,16.0,4.69208211143695,0.16307692307692306,0
Melbourne,Sydney,Qantas,2015-05-01,2015-05,2015,1009.0,963.0,851.0,112.0,46.0,4.558969276511397,0.11630321910695743,0
Sydney,Melbourne,Qantas,2015-05-01,2015-05,2015,1008.0,962.0,824.0,138.0,46.0,4.563492063492063,0.14345114345114346,0
Melbourne,Sydney,Tigerair Australia,2015-05-01,2015-05,2015,245.0,239.0,207.0,32.0,6.0,2.4489795918367347,0.13389121338912133,0
Sydney,Melbourne,Tigerair Australia,2015-05-01,2015-05,2015,244.0,238.0,202.0,36.0,6.0,2.459016393442623,0.15126050420168066,0
Melbourne,Sydney,Virgin Australia,2015-05-01,2015-05,2015,814.0,774.0,704.0,70.0,40.0,4.914004914004914,0.09043927648578812,0
Sydney,Melbourne,Virgin Australia,2015-05-01,2015-05,2015,814.0,767.0,652.0,115.0,47.0,5.773955773955774,0.14993481095176012,0
Melbourne,Sydney,Jetstar,2015-06-01,2015-06,2015,335.0,324.0,253.0,71.0,11.0,3.2835820895522385,0.2191358024691358,0
Sydney,Melbourne,Jetstar,2015-06-01,2015-06,2015,335.0,326.0,264.0,62.0,9.0,2.6865671641791042,0.1901840490797546,0
Melbourne,Sydney,Qantas,2015-06-01,2015-06,2015,997.0,962.0,869.0,93.0,35.0,3.510531594784353,0.09667359667359668,0
Sydney,Melbourne,Qantas,2015-06-01,2015-06,2015,989.0,953.0,860.0,93.0,36.0,3.640040444893832,0.09758656873032528,0
Melbourne,Sydney,Tigerair Australia,2015-06-01,2015-06,2015,237.0,232.0,208.0,24.0,5.0,2.109704641350211,0.10344827586206896,0
Sydney,Melbourne,Tigerair Australia,2015-06-01,2015-06,2015,236.0,231.0,204.0,27.0,5.0,2.11864406779661,0.11688311688311688,0
Melbourne,Sydney,Virgin Australia,2015-06-01,2015-06,2015,786.0,753.0,706.0,47.0,33.0,4.198473282442748,0.06241699867197875,0
Sydney,Melbourne,Virgin Australia,2015-06-01,2015-06,2015,788.0,753.0,697.0,56.0,35.0,4.441624365482234,0.07436918990703852,0
Melbourne,Sydney,Jetstar,2015-07-01,2015-07,2015,377.0,356.0,241.0,115.0,21.0,5.570291777188329,0.32303370786516855,1
Sydney,Melbourne,Jetstar,2015-07-01,2015-07,2015,376.0,356.0,248.0,108.0,20.0,5.319148936170213,0.30337078651685395,1
Melbourne,Sydney,Qantas,2015-07-01,2015-07,2015,1054.0,1012.0,843.0,169.0,42.0,3.984819734345351,0.16699604743083005,0
Sydney,Melbourne,Qantas,2015-07-01,2015-07,2015,1047.0,1009.0,813.0,196.0,38.0,3.629417382999045,0.19425173439048563,0
Melbourne,Sydney,Tigerair Australia,2015-07-01,2015-07,2015,247.0,243.0,191.0,52.0,4.0,1.6194331983805668,0.2139917695473251,0
Sydney,Melbourne,Tigerair Australia,2015-07-01,2015-07,2015,249.0,244.0,192.0,52.0,5.0,2.0080321285140563,0.21311475409836064,0
Melbourne,Sydney,Virgin Australia,2015-07-01,2015-07,2015,845.0,788.0,695.0,93.0,57.0,6.7455621301775155,0.11802030456852793,0
Sydney,Melbourne,Virgin Australia,2015-07-01,2015-07,2015,845.0,785.0,648.0,137.0,60.0,7.100591715976331,0.17452229299363056,0
Melbourne,Sydney,Jetstar,2015-08-01,2015-08,2015,374.0,356.0,315.0,41.0,18.0,4.81283422459893,0.1151685393258427,0
Sydney,Melbourne,Jetstar,2015-08-01,2015-08,2015,374.0,357.0,312.0,45.0,17.0,4.545454545454546,0.12605042016806722,0
Melbourne,Sydney,Qantas,2015-08-01,2015-08,2015,1015.0,989.0,934.0,55.0,26.0,2.561576354679803,0.055611729019211326,0
Sydney,Melbourne,Qantas,2015-08-01,2015-08,2015,1003.0,979.0,884.0,95.0,24.0,2.3928215353938187,0.09703779366700716,0
Melbourne,Sydney,Tigerair Australia,2015-08-01,2015-08,2015,244.0,237.0,199.0,38.0,7.0,2.8688524590163933,0.16033755274261605,0
Sydney,Melbourne,Tigerair Australia,2015-08-01,2015-08,2015,244.0,237.0,200.0,37.0,7.0,2.8688524590163933,0.15611814345991562,0
